"id";"feedback";"template";"name";"label";"presentation";"typ";"hasvalue";"position";"required";"dependitem";"dependvalue";"options"
"161";"2";"0";;;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p><strong><font color=""#003366"">OTRA INFORMACIÓN</font></strong></p>         <p><font color=""#003366"" size=""2""><em>En las siguientes cuestiones marca todas las respuestas que creas convenientes. Puedes marcar más de una.</em></font></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"44";"0";"0";;
"162";"2";"0";"27. ¿Quién o quienes han decidido que estudies este ciclo?";;"c>>>>>Yo|Mi familia|Mis amigos|Mis profesores|Otros";"multichoice";"1";"45";"0";"0";;
"163";"2";"0";"28. ¿Cómo has conocido este ciclo formativo?";;"c>>>>>A través de orientadores/profesores del instituto|A través de amigos/as de la familia|A través de la publicidad del instituto|A través de la web de la Consellería|Otros";"multichoice";"1";"46";"0";"0";;
"164";"2";"0";"29. ¿Por qué has elegido este centro para estudiar este ciclo formativo?";;"c>>>>>Porque está cerca de mi casa|Porque ya había estudiado en este centro|Porque este ciclo sólo está en este centro|Porque me lo han recomendado|Otros";"multichoice";"1";"47";"0";"0";;
"165";"2";"0";"30. ¿Por qué has decidido estudiar este ciclo formativo?";;"c>>>>>Me gustan los contenidos|Tiene salida profesional|Algunos de mis amigos/as estudian este ciclo|El centro donde se imparte está cerca de mi casa|Otros";"multichoice";"1";"48";"0";"0";;
"166";"2";"0";;;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%""><strong><font color=""#003366"">COMENTARIOS / SUGERENCIAS</font></strong> </font><//font>       </td>     </tr></tbody>   </table></p>";"label";"0";"49";"0";"0";;
"167";"2";"0";"31. Escribe libremente cualquier comentario o sugerencia que desees hacer al respecto de las cuestiones tratadas en la encuesta";;"75|8";"textarea";"1";"50";"0";"0";;
"168";"2";"0";;;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%""><strong><font color=""#003366"">BIBLIOTECA</font></strong> </font><//font>       </td>     </tr></tbody>   </table></p>";"label";"0";"51";"0";"0";;
"169";"2";"0";"32. ¿Cuantas horas dedicas a la lectura cada semana?";;"10|1";"textarea";"1";"52";"0";"0";;
"170";"2";"0";"33. ¿Cuantas horas son de lectura por medios digitales (ordenador, e-book, etc)?";;"10|1";"textarea";"1";"53";"0";"0";;
"171";"2";"0";"34. ¿Cuantos libros lees al mes?";;"10|1";"textarea";"1";"54";"0";"0";;
"172";"2";"0";"35. ¿Que tipo de lectura te gusta?";;"c>>>>>Narrativa|Prensa|Revistas|Ensayos|Otros";"multichoice";"1";"55";"0";"0";;
"173";"2";"0";"36. ¿Lees el periódico?";;"r>>>>>Todos los días|Una vez a la semana|De vez en cuando|Nunca<<<<<1";"multichoice";"1";"56";"0";"0";;
"174";"2";"0";"37. ¿Con qué fecuencia usas la biblioteca del instituto?";;"r>>>>>Diaria|Semanal|Mensual|Nunca<<<<<1";"multichoice";"1";"57";"0";"0";;
"175";"2";"0";"38. Indica tu grado de satisfacción con los fondos bibliográficos de la biblioteca del instituto";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"58";"0";"0";;
"176";"2";"0";"39. Escribe libremente cualquier comentario o sugerencia para la mejora de la biblioteca del instituto";;"75|8";"textarea";"1";"59";"0";"0";;
"177";"3";"0";;;"<p align=""center""><strong>Cuestionario de evaluación para ALUMNOS de FCT</strong></p>
<p align=""center""><img hspace=""0"" height=""120"" width=""660"" border=""0"" src=""http://www.fpmislata.com/logos/logo_completo_660x120.png"" alt=""CIPFP Mislata"" title=""CIPFP Mislata""></p>
<p align=""left""> </p><p align=""left"">  </p><table cellspacing=""1"" cellpadding=""1"" width=""900"" border=""1""><tbody><tr><td valign=""top"" width=""50%"" colspan=""2"">         <h6 align=""justify"">Rellena este cuestionario para evaluar el centro de trabajo y la organización de la FCT. Los datos aportados serán estrictamente confidenciales y no tendrán ninguna repercusión en vuestra calificación posterior. Esta información nos será muy útil para programar las prácticas el próximo curso.</h6>         <h6 align=""justify"">Rellena los diferentes apartados según la siguiente escala. Si en algún apartado no tienes información para dar tu criterio, entonces debes dejarlo en blanco.</h6>         <h6 align=""justify"">Gracias por tu colaboración.</h6>       </td>     </tr><tr><td valign=""top"" width=""50%""><address>&nbsp;</address><address>Debes responder con un único valor (de 0 a 10) a cada una de las siguientes cuestiones.</address>       </td>       <td valign=""top"" width=""50%"">         <blockquote dir=""ltr"" style=""margin-right:0px;""><address>&nbsp;</address><address>0 - Totalmente en desacuerdo</address><address>...</address><address>10 - Totalmente de acuerdo</address></blockquote>       </td>     </tr></tbody></table><p align=""left"">&nbsp;</p>";"label";"0";"1";"0";"0";;
"178";"3";"0";"CICLO FORMATIVO QUE ESTUDIAS (respuesta obligatoria)";;"d>>>>>1####CFGM GA - GESTIÓN ADMINISTRATIVA|2####CFGM AC - ACTIVIDADES COMERCIALES|3####CFGM SMR - SISTEMAS MICROINFORMÁTICOS Y REDES|4####CFGM CAE - CUIDADOS AUXILIARES DE ENFERMERÍA|5####CFGS AF - ADMINISTRACIÓN Y FINANZAS|6####CFGS GVEC - GESTIÓN DE VENTAS Y ESPACIOS COMERCIALES|7####CFGS CI - COMERCIO INTERNACIONAL|8####CFGS ASIR - ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED|9####CFGS DAW - DESARROLLO DE APLICACIONES WEB|10####CFGS DAM - DESARROLLO DE APLICACIONES MULTIPLATAFORMA|11####CFGS AVGE - AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS|12####CFGS GIAT - GUÍA, INFORMACIÓN Y ASISTENCIAS TURÍSTICAS|13####CFGS GAT - GESTIÓN DE ALOJAMIENTOS TURÍSTICOS|14####CFGS LCB - LABORATORIO CLÍNICO Y BIOMÉDICO|15####CFGS OPT - ÓPTICA";"multichoicerated";"1";"2";"1";"0";;
"179";"3";"0";"Horas FCT (respuesta obligatoria)";;"d>>>>>1####140 h.|2####300 h.|3####380 h.|4####400 h.|5####440 h.";"multichoicerated";"1";"3";"1";"0";;
"180";"3";"0";"TUTOR (respuesta obligatoria)";;"75|1";"textarea";"1";"4";"1";"0";;
"181";"3";"0";"CENTRO DE TRABAJO (respuesta obligatoria)";;"75|1";"textarea";"1";"5";"1";"0";;
"182";"3";"0";"INSTRUCTOR (respuesta obligatoria)";;"75|1";"textarea";"1";"6";"1";"0";;
"183";"3";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">VALORACIÓN GLOBAL</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"7";"0";"0";;
"184";"3";"0";"1. Grado de satisfacción global de la FCT";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"8";"0";"0";;
"185";"3";"0";"2. ¿Recomendarías esta empresa para acoger alumnos el próximo curso?";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"9";"0";"0";;
"186";"3";"0";"3. La gestión de la FCT por parte del centro educativo ha sido satisfactoria";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"10";"0";"0";;
"187";"3";"0";;;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">INSTRUCTOR</font></strong> </p>       </td>     </tr></tbody>   </table></p>";"label";"0";"11";"0";"0";;
"188";"3";"0";"4. Seguimiento realizado por el instructor del centro de trabajo";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"12";"0";"0";;
"189";"3";"0";"5. Conocimiento del perfil del ciclo formativo";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"13";"0";"0";;
"190";"3";"0";"6. Tiempo dedicado a enseñaros";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"14";"0";"0";;
"191";"3";"0";;;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">TUTOR</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"15";"0";"0";;
"192";"3";"0";"7. Información recibida sobre la FCT por el tutor";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"16";"0";"0";;
"193";"3";"0";"8. Seguimiento realizado por el tutor";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"17";"0";"0";;
"194";"3";"0";"9. Disposición a ayudaros";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"18";"0";"0";;
"195";"3";"0";;;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">ORGANIZACIÓN DE LAS PRÁCTICAS</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"19";"0";"0";;
"196";"3";"0";"10. Información previa sobre las empresas y tipos de tarea a realizar";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"20";"0";"0";;
"197";"3";"0";"11. Adecuación de la oferta de empresas para vuestra titulación";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"21";"0";"0";;
"198";"3";"0";"12. Adecuación de la duración de las prácticas";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"22";"0";"0";;
"199";"3";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">EL PLAN FORMATIVO</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"23";"0";"0";;
"200";"3";"0";"13. Grado de satisfacción de las tareas realizadas";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"24";"0";"0";;
"201";"3";"0";"14. Adecuación de las tareas desarrolladas a la formación recibida en los estudios";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"25";"0";"0";;
"202";"3";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">LA APORTACIÓN DE LA FCT A MI DESARROLLO PROFESIONAL</font> </strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"26";"0";"0";;
"203";"3";"0";"15. He aprendido a manejarme con desenvoltura en el ambiente laboral";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"27";"0";"0";;
"204";"3";"0";"16. He conocido la organización y el funcionamiento interno de la entidad";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"28";"0";"0";;
"205";"3";"0";"17. Las prácticas me han permitido ampliar mis opciones profesionales";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"29";"0";"0";;
"206";"3";"0";"18. Las prácticas me han aportado experiencia laboral";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"30";"0";"0";;
"207";"3";"0";"19. Las prácticas me han acercado al mundo profesional de mis estudios";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"31";"0";"0";;
"208";"3";"0";"20. La experiencia profesional y personal adquirida en la empresa/organismo ha sido satisfactoria";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"32";"0";"0";;
"209";"3";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">LAS CONDICIONES DE LA EMPRESA</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"33";"0";"0";;
"210";"3";"0";"21. He podido disponer de los materiales necesarios para desarrollar mis tareas";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"34";"0";"0";;
"211";"3";"0";"22. He tenido tiempo para desarrollar mis tareas";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"35";"0";"0";;
"212";"3";"0";"23. Las condiciones de las prácticas eran flexibles (horario, permisos, etc.)";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"36";"0";"0";;
"213";"3";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">LA ACTITUD DE LA ENTIDAD</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"37";"0";"0";;
"214";"3";"0";"24. El trabajo que he realizado ha sido útil y valorado por la empresa";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"38";"0";"0";;
"215";"3";"0";"25. El ambiente de trabajo ha sido agradable y motivador";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"39";"0";"0";;
"216";"3";"0";"26. La empresa era adecuada para mis intereses profesionales";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"40";"0";"0";;
"217";"3";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">INSERCIÓN LABORAL</font> </strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"41";"0";"0";;
"218";"3";"0";"27. La empresa donde he realizado la FCT me ha contratado";;"r>>>>>Sí|No<<<<<1";"multichoice";"1";"42";"0";"0";;
"219";"3";"0";"28. La empresa donde he realizado la FCT no me ha contratado, pero tengo posibilidades de que me contrate en un futuro próximo";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"43";"0";"0";;
"220";"3";"0";"29. La FCT me ha servido para encontrar trabajo";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"44";"0";"0";;
"221";"3";"0";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">COMENTARIOS / SUGERENCIAS</font> </strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"45";"0";"0";;
"222";"3";"0";"30. Comentarios y sugerencias que quieras aportar para mejorar el proceso de la FCT";;"75|8";"textarea";"1";"46";"0";"0";;
"223";"0";"1";;;"<p align=""center""><strong>Cuestionario de evaluación para ALUMNOS de FCT</strong></p>
<p align=""center""><img hspace=""0"" height=""120"" width=""660"" border=""0"" src=""http://www.fpmislata.com/logos/logo_completo_660x120.png"" alt=""CIPFP Mislata"" title=""CIPFP Mislata""></p>
<p align=""left""> </p><p align=""left"">  </p><table cellspacing=""1"" cellpadding=""1"" width=""900"" border=""1""><tbody><tr><td valign=""top"" width=""50%"" colspan=""2"">         <h6 align=""justify"">Rellena este cuestionario para evaluar el centro de trabajo y la organización de la FCT. Los datos aportados serán estrictamente confidenciales y no tendrán ninguna repercusión en vuestra calificación posterior. Esta información nos será muy útil para programar las prácticas el próximo curso.</h6>         <h6 align=""justify"">Rellena los diferentes apartados según la siguiente escala. Si en algún apartado no tienes información para dar tu criterio, entonces debes dejarlo en blanco.</h6>         <h6 align=""justify"">Gracias por tu colaboración.</h6>       </td>     </tr><tr><td valign=""top"" width=""50%""><address>&nbsp;</address><address>Debes responder con un único valor (de 0 a 10) a cada una de las siguientes cuestiones.</address>       </td>       <td valign=""top"" width=""50%"">         <blockquote dir=""ltr"" style=""margin-right:0px;""><address>&nbsp;</address><address>0 - Totalmente en desacuerdo</address><address>...</address><address>10 - Totalmente de acuerdo</address></blockquote>       </td>     </tr></tbody></table><p align=""left"">&nbsp;</p>";"label";"0";"1";"0";"0";;
"224";"0";"1";"CICLO FORMATIVO QUE ESTUDIAS (respuesta obligatoria)";;"d>>>>>1####CFGM GA - GESTIÓN ADMINISTRATIVA|2####CFGM AC - ACTIVIDADES COMERCIALES|3####CFGM SMR - SISTEMAS MICROINFORMÁTICOS Y REDES|4####CFGM CAE - CUIDADOS AUXILIARES DE ENFERMERÍA|5####CFGS AF - ADMINISTRACIÓN Y FINANZAS|6####CFGS GVEC - GESTIÓN DE VENTAS Y ESPACIOS COMERCIALES|7####CFGS CI - COMERCIO INTERNACIONAL|8####CFGS ASIR - ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED|9####CFGS DAW - DESARROLLO DE APLICACIONES WEB|10####CFGS DAM - DESARROLLO DE APLICACIONES MULTIPLATAFORMA|11####CFGS AVGE - AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS|12####CFGS GIAT - GUÍA, INFORMACIÓN Y ASISTENCIAS TURÍSTICAS|13####CFGS GAT - GESTIÓN DE ALOJAMIENTOS TURÍSTICOS|14####CFGS LCB - LABORATORIO CLÍNICO Y BIOMÉDICO|15####CFGS OPT - ÓPTICA";"multichoicerated";"1";"2";"1";"0";;
"225";"0";"1";"Horas FCT (respuesta obligatoria)";;"d>>>>>1####140 h.|2####300 h.|3####380 h.|4####400 h.|5####440 h.";"multichoicerated";"1";"3";"1";"0";;
"226";"0";"1";"TUTOR (respuesta obligatoria)";;"75|1";"textarea";"1";"4";"1";"0";;
"227";"0";"1";"CENTRO DE TRABAJO (respuesta obligatoria)";;"75|1";"textarea";"1";"5";"1";"0";;
"228";"0";"1";"INSTRUCTOR (respuesta obligatoria)";;"75|1";"textarea";"1";"6";"1";"0";;
"229";"0";"1";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">VALORACIÓN GLOBAL</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"7";"0";"0";;
"230";"0";"1";"1. Grado de satisfacción global de la FCT";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"8";"0";"0";;
"231";"0";"1";"2. ¿Recomendarías esta empresa para acoger alumnos el próximo curso?";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"9";"0";"0";;
"232";"0";"1";"3. La gestión de la FCT por parte del centro educativo ha sido satisfactoria";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"10";"0";"0";;
"233";"0";"1";;;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">INSTRUCTOR</font></strong> </p>       </td>     </tr></tbody>   </table></p>";"label";"0";"11";"0";"0";;
"234";"0";"1";"4. Seguimiento realizado por el instructor del centro de trabajo";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"12";"0";"0";;
"235";"0";"1";"5. Conocimiento del perfil del ciclo formativo";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"13";"0";"0";;
"236";"0";"1";"6. Tiempo dedicado a enseñaros";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"14";"0";"0";;
"237";"0";"1";;;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">TUTOR</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"15";"0";"0";;
"238";"0";"1";"7. Información recibida sobre la FCT por el tutor";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"16";"0";"0";;
"239";"0";"1";"8. Seguimiento realizado por el tutor";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"17";"0";"0";;
"240";"0";"1";"9. Disposición a ayudaros";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"18";"0";"0";;
"241";"0";"1";;;"<p align=""left"">   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">ORGANIZACIÓN DE LAS PRÁCTICAS</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"19";"0";"0";;
"242";"0";"1";"10. Información previa sobre las empresas y tipos de tarea a realizar";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"20";"0";"0";;
"243";"0";"1";"11. Adecuación de la oferta de empresas para vuestra titulación";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"21";"0";"0";;
"244";"0";"1";"12. Adecuación de la duración de las prácticas";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"22";"0";"0";;
"245";"0";"1";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">EL PLAN FORMATIVO</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"23";"0";"0";;
"246";"0";"1";"13. Grado de satisfacción de las tareas realizadas";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"24";"0";"0";;
"247";"0";"1";"14. Adecuación de las tareas desarrolladas a la formación recibida en los estudios";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"25";"0";"0";;
"248";"0";"1";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">LA APORTACIÓN DE LA FCT A MI DESARROLLO PROFESIONAL</font> </strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"26";"0";"0";;
"249";"0";"1";"15. He aprendido a manejarme con desenvoltura en el ambiente laboral";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"27";"0";"0";;
"250";"0";"1";"16. He conocido la organización y el funcionamiento interno de la entidad";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"28";"0";"0";;
"251";"0";"1";"17. Las prácticas me han permitido ampliar mis opciones profesionales";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"29";"0";"0";;
"252";"0";"1";"18. Las prácticas me han aportado experiencia laboral";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"30";"0";"0";;
"253";"0";"1";"19. Las prácticas me han acercado al mundo profesional de mis estudios";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"31";"0";"0";;
"254";"0";"1";"20. La experiencia profesional y personal adquirida en la empresa/organismo ha sido satisfactoria";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"32";"0";"0";;
"255";"0";"1";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">LAS CONDICIONES DE LA EMPRESA</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"33";"0";"0";;
"256";"0";"1";"21. He podido disponer de los materiales necesarios para desarrollar mis tareas";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"34";"0";"0";;
"257";"0";"1";"22. He tenido tiempo para desarrollar mis tareas";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"35";"0";"0";;
"258";"0";"1";"23. Las condiciones de las prácticas eran flexibles (horario, permisos, etc.)";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"36";"0";"0";;
"259";"0";"1";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">LA ACTITUD DE LA ENTIDAD</font></strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"37";"0";"0";;
"260";"0";"1";"24. El trabajo que he realizado ha sido útil y valorado por la empresa";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"38";"0";"0";;
"261";"0";"1";"25. El ambiente de trabajo ha sido agradable y motivador";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"39";"0";"0";;
"262";"0";"1";"26. La empresa era adecuada para mis intereses profesionales";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"40";"0";"0";;
"263";"0";"1";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">INSERCIÓN LABORAL</font> </strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"41";"0";"0";;
"264";"0";"1";"27. La empresa donde he realizado la FCT me ha contratado";;"r>>>>>Sí|No<<<<<1";"multichoice";"1";"42";"0";"0";;
"265";"0";"1";"28. La empresa donde he realizado la FCT no me ha contratado, pero tengo posibilidades de que me contrate en un futuro próximo";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"43";"0";"0";;
"266";"0";"1";"29. La FCT me ha servido para encontrar trabajo";;"r>>>>>0|1|2|3|4|5|6|7|8|9|10<<<<<1";"multichoice";"1";"44";"0";"0";;
"267";"0";"1";;;"<p>   <table cellspacing=""1"" cellpadding=""1"" width=""900"" align=""left"" border=""1""><tbody>     <tr>       <td valign=""top"" width=""100%"">         <p align=""left""><strong><font color=""#003366"">COMENTARIOS / SUGERENCIAS</font> </strong></p>       </td>     </tr></tbody>   </table></p>";"label";"0";"45";"0";"0";;
"268";"0";"1";"30. Comentarios y sugerencias que quieras aportar para mejorar el proceso de la FCT";;"75|8";"textarea";"1";"46";"0";"0";;
